BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
FB,SUP,blueTeam,10613,7,1,1,No,Yes,0,0,0,No,No,JarvanIV,Sejuani,Taliyah,Xayah,Zyra,Camille,Zac,Corki,Kalista,Rakan
GAL,P3P,redTeam,3237,3,0,0,No,No,1,0,0,Yes,No,Irelia,Nidalee,Galio,Caitlyn,Thresh,Gnar,Gragas,Orianna,Jhin,TahmKench
AUR,GAL,blueTeam,3537,6,0,1,No,No,3,0,2,Yes,No,Shen,RekSai,Taliyah,Draven,Morgana,JarvanIV,Khazix,Cassiopeia,Kalista,Thresh
GAL,AUR,redTeam,758,5,0,0,No,No,5,0,0,Yes,No,Renekton,Elise,Ahri,Lucian,Thresh,Rumble,Gragas,Jayce,Jhin,Alistar
DP,SUP,redTeam,-364,5,0,1,Yes,Yes,5,0,1,No,No,Shen,RekSai,Cassiopeia,Tristana,Rakan,JarvanIV,Sejuani,Taliyah,KogMaw,Braum
SUP,DP,blueTeam,4806,4,0,1,No,Yes,1,0,2,Yes,No,Shen,JarvanIV,Orianna,Tristana,Thresh,Gragas,RekSai,Syndra,Xayah,Blitzcrank
P3P,CRW,blueTeam,406,3,0,1,Yes,No,1,0,2,No,No,Gnar,Elise,Lulu,KogMaw,Taric,Akali,RekSai,Orianna,Varus,Rakan
CRW,P3P,blueTeam,12294,7,2,0,No,Yes,0,0,1,No,No,Camille,RekSai,Syndra,Tristana,Thresh,Gnar,Elise,Cassiopeia,Twitch,TahmKench
FB,DP,blueTeam,6178,3,0,2,Yes,No,1,0,1,No,No,JarvanIV,Gragas,Taliyah,Kalista,Morgana,Camille,Sejuani,Orianna,Caitlyn,Braum
DP,FB,redTeam,-10183,3,0,1,No,No,7,1,2,Yes,No,Gnar,Zac,Syndra,KogMaw,Braum,Camille,Sejuani,Orianna,Kalista,Morgana
CLK,GAL,redTeam,-3658,3,0,1,Yes,No,5,0,2,No,No,Rumble,RekSai,Syndra,Varus,Thresh,Gnar,Gragas,Orianna,Caitlyn,Blitzcrank
SUP,P3P,blueTeam,-1023,3,0,1,Yes,No,3,0,0,No,No,Shen,Sejuani,Corki,KogMaw,Thresh,Trundle,Maokai,Taliyah,Varus,TahmKench
AUR,CRW,blueTeam,2535,6,1,1,No,No,3,0,1,Yes,Yes,Rumble,RekSai,Quinn,KogMaw,Janna,JarvanIV,Khazix,Zed,Tristana,Alistar
DP,P3P,redTeam,4527,3,0,1,Yes,No,1,0,1,No,No,JarvanIV,Chogath,Cassiopeia,Kalista,Rakan,Maokai,RekSai,Taliyah,KogMaw,Braum
FB,GAL,blueTeam,2570,3,0,2,No,No,2,0,0,Yes,No,JarvanIV,Sejuani,AurelionSol,Kalista,Braum,Renekton,Maokai,Orianna,Tristana,Trundle
GAL,FB,redTeam,-3111,0,0,0,No,No,3,0,2,Yes,No,Rumble,Sejuani,Viktor,Caitlyn,Braum,JarvanIV,Gragas,Orianna,KogMaw,Karma
CLK,CRW,blueTeam,3468,5,0,1,Yes,No,1,0,1,No,No,Rumble,Sejuani,Jayce,Tristana,Braum,JarvanIV,Maokai,Cassiopeia,Kalista,Alistar
SUP,AUR,redTeam,2547,3,0,1,No,No,0,0,1,Yes,No,Gnar,Maokai,Leblanc,Jhin,Taric,Shen,JarvanIV,Jayce,KogMaw,Janna
P3P,FB,blueTeam,6271,7,1,3,No,Yes,2,0,0,Yes,No,Kled,Chogath,Orianna,Caitlyn,Alistar,JarvanIV,Maokai,Taliyah,Varus,Karma
CRW,GAL,blueTeam,2006,5,0,0,Yes,Yes,4,0,0,No,No,Akali,Zac,Taliyah,Xayah,Thresh,Maokai,Khazix,Syndra,Caitlyn,Braum
DP,CLK,blueTeam,968,2,0,0,No,No,1,0,2,No,No,JarvanIV,Gragas,Syndra,Caitlyn,Morgana,Gnar,RekSai,Leblanc,Varus,Braum
P3P,AUR,redTeam,1780,6,0,0,Yes,Yes,3,0,2,No,No,Chogath,JarvanIV,Orianna,KogMaw,Thresh,Shen,Gragas,Lulu,Vayne,Zilean
GAL,SUP,redTeam,1401,5,0,2,No,Yes,4,0,1,Yes,No,Riven,Chogath,Taliyah,Jhin,Kennen,Shen,JarvanIV,Orianna,Caitlyn,Janna
SUP,GAL,redTeam,9168,5,0,0,Yes,No,2,0,2,No,No,Rumble,RekSai,Taliyah,Caitlyn,Thresh,Maokai,Rengar,Corki,Jhin,Blitzcrank
CRW,FB,redTeam,1813,0,0,0,No,No,1,0,2,Yes,No,JarvanIV,RekSai,Orianna,Xayah,Janna,Kled,Zac,Corki,Caitlyn,Karma
P3P,CRW,blueTeam,8939,5,1,1,Yes,Yes,1,0,1,No,No,Chogath,JarvanIV,Lulu,Tristana,Janna,Shen,Gragas,Cassiopeia,Sivir,Karma
P3P,CRW,redTeam,-5882,2,0,2,Yes,No,4,0,1,No,Yes,Kled,Gragas,Orianna,Xayah,Kayle,JarvanIV,Sejuani,Corki,Tristana,Janna
AUR,DP,redTeam,807,4,0,1,No,No,4,0,2,Yes,Yes,Shen,Zac,Quinn,Draven,Janna,JarvanIV,Gragas,Lucian,KogMaw,Lulu
AUR,DP,redTeam,-9801,1,0,0,No,No,5,0,3,Yes,Yes,Rumble,JarvanIV,Talon,KogMaw,Braum,Kennen,Zac,Jayce,Varus,Thresh
AUR,DP,blueTeam,-5257,2,0,0,No,No,6,1,1,Yes,Yes,Gnar,Gragas,Leblanc,KogMaw,Janna,Kennen,Sejuani,Jayce,Varus,Lulu
FB,CRW,blueTeam,571,3,0,1,Yes,No,0,0,1,No,No,Chogath,Gragas,Orianna,Tristana,Lulu,JarvanIV,Sejuani,Corki,Xayah,Rakan
CRW,FB,redTeam,-5699,0,0,0,No,No,3,0,3,Yes,No,JarvanIV,Zac,Orianna,Vayne,Alistar,Jax,RekSai,Taliyah,Xayah,Rakan
FB,CRW,blueTeam,5702,5,0,3,Yes,No,1,0,0,No,No,Gnar,Gragas,Taliyah,Jhin,Morgana,Kennen,Sejuani,Talon,Xayah,Lulu
AUR,SUP,redTeam,6616,3,0,1,Yes,No,0,0,0,No,No,Gragas,RekSai,Leblanc,Tristana,Thresh,JarvanIV,Sejuani,Galio,KogMaw,Alistar
SUP,AUR,redTeam,-9529,0,0,0,No,No,6,0,3,Yes,No,Chogath,Elise,Kassadin,Lucian,Braum,Renekton,JarvanIV,AurelionSol,Xayah,Rakan
FB,SUP,blueTeam,6961,4,0,1,No,No,0,0,1,No,No,Chogath,Gragas,AurelionSol,Tristana,Rakan,Shen,JarvanIV,Orianna,Xayah,Alistar
SUP,FB,redTeam,453,4,0,1,Yes,No,1,0,0,No,Yes,Gnar,Gragas,Corki,KogMaw,Lulu,Chogath,Maokai,Orianna,Tristana,Janna
FB,SUP,blueTeam,8459,6,0,1,Yes,Yes,1,0,1,No,No,Chogath,Gragas,Taliyah,Tristana,Morgana,JarvanIV,Sejuani,Galio,KogMaw,Alistar
DW,CHF,blueTeam,9517,4,0,1,No,Yes,0,0,1,Yes,No,Gragas,Graves,Vladimir,Varus,Braum,Kennen,LeeSin,Taliyah,Xayah,Rakan
CHF,DW,blueTeam,7466,5,0,2,Yes,Yes,0,0,1,No,No,Rumble,Elise,Cassiopeia,Xayah,Thresh,Camille,Nidalee,Orianna,Ashe,Braum
DW,CHF,blueTeam,1077,3,0,0,Yes,Yes,3,0,3,No,No,JarvanIV,Gragas,Vladimir,Ashe,Zyra,Rumble,Ivern,Leblanc,Varus,Lulu
AE,RGC,blueTeam,8745,5,1,2,Yes,No,0,0,1,No,No,Galio,Elise,Syndra,Varus,Zac,Riven,Gragas,Orianna,Xayah,Lulu
RGC,AE,blueTeam,1302,3,0,2,Yes,No,1,0,0,No,No,JarvanIV,LeeSin,Vladimir,Ashe,Nami,Galio,Zac,Syndra,Varus,Thresh
AE,RGC,blueTeam,1439,3,0,0,No,No,2,0,2,No,No,Gragas,Elise,Orianna,Varus,TahmKench,Nautilus,LeeSin,Vladimir,Ashe,Braum
LGC,SIN,blueTeam,3107,3,0,1,Yes,No,0,0,0,No,No,Rumble,Nunu,Fiora,Xayah,Braum,JarvanIV,Gragas,Kassadin,Twitch,Rakan
SIN,LGC,blueTeam,5034,6,0,1,No,No,1,0,1,No,No,Galio,Zac,Taliyah,Varus,Zyra,Kled,Ivern,Orianna,Xayah,Rakan
TM,AV,redTeam,-4063,3,0,0,No,No,4,0,2,Yes,No,JarvanIV,Gragas,Orianna,Varus,Galio,Renekton,LeeSin,Syndra,Ashe,Rakan
DW,RGC,blueTeam,12243,5,0,2,Yes,Yes,0,0,0,No,No,Lucian,Elise,Lulu,Jhin,Thresh,JarvanIV,LeeSin,Orianna,Varus,TahmKench
LGC,AV,blueTeam,4405,3,0,3,Yes,Yes,3,0,0,No,No,JarvanIV,Nunu,Karma,Varus,Taric,Gragas,Graves,Orianna,Ashe,Braum
LGC,AV,blueTeam,3622,3,0,3,Yes,Yes,3,0,0,No,No,Kassadin,Nunu,Karma,Varus,Blitzcrank,Rumble,LeeSin,Zed,Ashe,Zyra
SIN,TM,redTeam,-6425,0,0,0,No,No,3,0,2,Yes,No,Rumble,Zac,Syndra,Ashe,Braum,JarvanIV,LeeSin,Orianna,Varus,Thresh
TM,SIN,redTeam,-1350,4,0,1,Yes,No,5,0,1,No,No,Fiora,Nidalee,Orianna,Varus,Braum,Jayce,Gragas,Taliyah,Ashe,Zyra
SIN,AV,redTeam,-4432,2,0,0,No,No,5,0,0,No,Yes,Renekton,Olaf,Karma,Jhin,TahmKench,Gragas,Khazix,Ahri,Kalista,Thresh
RGC,CHF,redTeam,-13839,1,0,0,No,No,8,1,2,Yes,Yes,Renekton,Khazix,Orianna,Jhin,Braum,Rumble,RekSai,Syndra,Caitlyn,Lulu
TM,LGC,redTeam,-778,5,0,1,Yes,No,2,0,2,No,Yes,Camille,Elise,Karma,Varus,Alistar,JarvanIV,Nunu,Lucian,Jhin,Blitzcrank
LGC,TM,redTeam,-4205,3,0,0,No,No,5,0,1,Yes,No,Lucian,Zac,Karma,Jhin,Zyra,Fiora,Elise,Orianna,Varus,Blitzcrank
TM,LGC,redTeam,-359,4,0,2,Yes,No,4,0,1,No,No,JarvanIV,RekSai,Orianna,Xayah,Lulu,Gragas,LeeSin,Viktor,Caitlyn,Karma
DW,AE,blueTeam,11400,6,0,2,Yes,No,0,0,0,No,Yes,Renekton,RekSai,Kassadin,Caitlyn,Karma,Kled,LeeSin,Vladimir,Jhin,Zyra
LGC,RGC,blueTeam,5460,5,0,1,Yes,No,0,0,1,No,No,Gnar,Gragas,Kassadin,Tristana,Thresh,Irelia,Nidalee,Corki,Kalista,Braum
DW,AV,redTeam,2138,3,0,1,Yes,No,2,0,1,No,No,Jayce,Gragas,Galio,KogMaw,Alistar,Kled,Sejuani,Corki,Xayah,Braum
AV,DW,redTeam,-14249,1,0,0,Yes,Yes,8,2,0,No,No,JarvanIV,RekSai,Orianna,Kalista,Thresh,Jax,Gragas,Viktor,Caitlyn,Braum
TM,CHF,redTeam,-4306,2,0,0,No,No,3,0,2,Yes,No,Fiora,Gragas,Zilean,Tristana,Thresh,Gnar,Sejuani,Galio,Kalista,Alistar
CHF,TM,blueTeam,9178,6,1,2,No,Yes,1,0,0,Yes,No,Kled,Elise,Cassiopeia,Kalista,Alistar,JarvanIV,RekSai,Orianna,Tristana,Thresh
AE,SIN,blueTeam,8129,6,0,2,Yes,No,1,0,0,No,No,Kennen,Gragas,Viktor,Jhin,Galio,Renekton,RekSai,Kassadin,Kalista,Braum
SIN,DW,blueTeam,-2100,6,0,0,Yes,No,5,0,1,No,Yes,Camille,Gragas,Cassiopeia,Xayah,Rakan,JarvanIV,Elise,Corki,Tristana,Thresh
SIN,DW,redTeam,-129,3,0,0,No,No,3,0,2,Yes,No,Gragas,RekSai,Taliyah,Jhin,Thresh,Jax,Chogath,Corki,Caitlyn,Braum
CHF,LGC,redTeam,-6997,2,0,0,No,No,5,0,2,Yes,Yes,Kennen,Zac,Taliyah,Caitlyn,Rakan,Gnar,Gragas,Jayce,Kalista,Braum
LGC,CHF,blueTeam,-247,1,0,2,No,No,2,0,1,Yes,No,JarvanIV,Zac,Orianna,Kalista,Taric,Kled,Chogath,Leblanc,Xayah,Alistar
AV,AE,blueTeam,11778,7,2,1,Yes,No,1,0,1,No,No,Gragas,Sejuani,Syndra,Caitlyn,Janna,Camille,Zac,Diana,Kalista,Thresh
AE,AV,blueTeam,1104,4,0,2,Yes,No,2,0,0,No,Yes,JarvanIV,Maokai,Vladimir,Xayah,Rakan,Gragas,Zac,Corki,Varus,Braum
RGC,SIN,redTeam,-8414,0,0,0,No,No,5,0,1,No,No,Jax,JarvanIV,Vladimir,Tristana,Alistar,Renekton,Zac,Leblanc,Xayah,Thresh
SIN,RGC,blueTeam,5183,6,0,0,Yes,Yes,3,0,1,No,No,Gragas,RekSai,Cassiopeia,Xayah,Alistar,Renekton,Elise,Syndra,Kalista,Rakan
RGC,TM,blueTeam,6207,7,1,2,Yes,No,2,0,0,No,No,Maokai,JarvanIV,Leblanc,Xayah,Rakan,Camille,Gragas,Syndra,Tristana,Karma
TM,RGC,blueTeam,2198,3,0,2,Yes,No,2,0,0,No,No,Camille,RekSai,Karma,Tristana,Galio,Gragas,Elise,Corki,Xayah,Braum
RGC,TM,blueTeam,11620,7,2,3,Yes,Yes,0,0,0,No,No,Renekton,Khazix,Ahri,Varus,Thresh,Gnar,RekSai,Syndra,Caitlyn,Karma
LGC,AE,blueTeam,-841,2,0,1,No,No,4,0,2,Yes,No,Gnar,Zac,Karma,Tristana,Braum,Maokai,Gragas,Orianna,Xayah,Janna
AE,LGC,redTeam,-491,5,0,0,Yes,No,4,0,1,No,Yes,Pantheon,Elise,Syndra,Xayah,Bard,Gnar,Gragas,Zed,Kalista,Rakan
RGC,AV,redTeam,-3397,3,0,0,No,No,4,0,3,Yes,Yes,Jax,LeeSin,Leblanc,Tristana,Thresh,JarvanIV,Sejuani,Syndra,Xayah,Rakan
DW,LGC,blueTeam,6774,4,0,1,No,No,0,0,0,No,No,Gnar,Zac,Corki,Sivir,Braum,Maokai,Gragas,Syndra,Tristana,Taric
AE,TM,blueTeam,8293,3,0,1,Yes,Yes,1,0,2,No,No,Shen,Elise,Syndra,Xayah,Nautilus,JarvanIV,Gragas,Galio,Caitlyn,Thresh
CHF,AV,blueTeam,5751,5,0,1,Yes,No,3,0,2,No,Yes,Galio,Zac,Taliyah,Xayah,Rakan,Maokai,Gragas,Corki,Tristana,Janna
DW,TM,blueTeam,9641,7,2,2,Yes,Yes,1,0,0,No,No,JarvanIV,Zac,Corki,Xayah,Braum,Maokai,Kayn,Galio,Ashe,Thresh
CHF,SIN,blueTeam,7163,4,0,2,Yes,No,0,0,0,No,No,JarvanIV,Maokai,Galio,KogMaw,Lulu,Chogath,Sejuani,Corki,Xayah,Trundle
SIN,CHF,blueTeam,9121,6,0,2,Yes,Yes,1,0,1,No,No,Renekton,Maokai,Taliyah,Kalista,Alistar,JarvanIV,Chogath,Cassiopeia,KogMaw,Thresh
AV,LGC,blueTeam,9781,9,2,1,No,Yes,2,0,0,Yes,No,Kled,Sejuani,Corki,Kalista,Braum,Chogath,JarvanIV,Orianna,Tristana,Bard
CHF,AE,blueTeam,6757,5,0,2,Yes,Yes,2,0,0,No,No,Kled,Sejuani,Taliyah,Kalista,Thresh,Shen,Gragas,Kassadin,Tristana,Bard
SIN,TM,blueTeam,4111,6,0,1,Yes,No,1,0,1,No,No,JarvanIV,Maokai,Syndra,Xayah,Rakan,Shen,Gragas,Orianna,KogMaw,Janna
TM,LGC,redTeam,-6900,0,0,0,No,No,5,0,2,Yes,No,Shen,RekSai,Orianna,Tristana,Lulu,Kled,Sejuani,Corki,Kalista,Braum
SIN,AV,blueTeam,3114,3,0,0,No,No,1,0,1,No,No,Rumble,RekSai,Zed,Kalista,Braum,Shen,Zac,Taliyah,Xayah,Thresh
RGC,CHF,redTeam,-7897,1,0,0,No,No,4,0,2,Yes,No,Renekton,Sejuani,Ekko,Xayah,Rakan,Gnar,Maokai,Orianna,Kalista,Braum
DW,AE,blueTeam,10936,5,0,2,No,Yes,1,0,1,Yes,No,Gnar,Elise,Taliyah,Caitlyn,Blitzcrank,Gragas,JarvanIV,Syndra,Tristana,Bard
AE,DW,redTeam,-3365,3,0,0,Yes,No,4,0,3,No,No,Jax,Elise,Viktor,Kalista,Kennen,Gnar,Gragas,Taliyah,Ashe,Taric
SIN,LGC,redTeam,-10230,0,0,0,No,No,5,0,3,No,Yes,Fiora,Maokai,Syndra,Kalista,Alistar,Gnar,Gragas,Karma,Xayah,Rakan
LGC,SIN,redTeam,-9351,1,0,1,No,No,7,1,2,Yes,Yes,Kled,Elise,Galio,Xayah,Janna,Jayce,Gragas,Cassiopeia,Kalista,Kennen
SIN,LGC,blueTeam,5957,6,0,0,Yes,No,2,0,2,No,No,Trundle,Gragas,Syndra,Kalista,Rakan,Maokai,Sejuani,Corki,Xayah,Taric
RGC,AE,blueTeam,1067,4,0,2,No,No,3,0,0,Yes,No,JarvanIV,Sejuani,Kassadin,Xayah,Braum,Camille,Elise,Orianna,Kalista,Kennen
AE,RGC,redTeam,-2072,2,0,1,No,No,3,0,1,Yes,No,Gnar,Elise,Syndra,Tristana,Janna,Riven,Rammus,Ahri,Xayah,Alistar
TM,AV,redTeam,-4913,0,0,0,No,No,3,0,2,Yes,No,Shen,Gragas,Karma,Twitch,Janna,Jax,JarvanIV,Lucian,KogMaw,Lulu
AV,TM,redTeam,-5912,2,0,1,No,No,5,0,1,Yes,No,Renekton,JarvanIV,Syndra,KogMaw,Lulu,Kled,Gragas,Galio,Twitch,Janna
CHF,DW,redTeam,-2911,2,0,1,No,No,3,0,2,Yes,No,Gnar,Maokai,Orianna,Tristana,Morgana,Lucian,Gragas,Viktor,KogMaw,Lulu
DW,CHF,redTeam,-3577,2,0,0,No,No,4,0,3,Yes,Yes,Gnar,Gragas,Corki,Ashe,Taric,Shen,Sejuani,Cassiopeia,Caitlyn,Morgana
SIN,AV,blueTeam,7185,7,0,0,Yes,No,3,0,1,No,No,Jayce,RekSai,Cassiopeia,Varus,Thresh,JarvanIV,Zac,Corki,Tristana,Alistar
SIN,AV,redTeam,-2705,1,0,1,No,No,4,0,1,Yes,No,Shen,JarvanIV,Syndra,Varus,Rakan,Rumble,Maokai,Lucian,Xayah,Thresh
AV,SIN,redTeam,-5150,1,0,0,No,No,5,0,0,Yes,Yes,Kled,Sejuani,Syndra,Kalista,Alistar,Jax,JarvanIV,Galio,KogMaw,Braum
AV,SIN,redTeam,-14237,0,0,0,No,No,7,1,1,Yes,Yes,Renekton,Maokai,Orianna,Xayah,Rakan,Fiora,JarvanIV,Cassiopeia,Kalista,Braum
SIN,CHF,redTeam,-1717,5,0,1,Yes,No,6,0,2,No,Yes,JarvanIV,Sejuani,Cassiopeia,Kalista,Kennen,Gnar,Gragas,Orianna,Tristana,Janna
CHF,DW,redTeam,-5414,3,0,1,Yes,No,5,0,2,No,Yes,Gnar,Sejuani,Cassiopeia,Xayah,Alistar,Camille,Zac,KogMaw,Caitlyn,Karma
DW,CHF,blueTeam,-239,2,0,1,Yes,No,3,0,2,No,No,Jax,JarvanIV,Viktor,Kalista,Thresh,Gnar,Sejuani,Leblanc,Varus,Morgana
FG,HAF,redTeam,4946,3,0,1,Yes,No,2,0,2,No,No,Nautilus,Khazix,Leblanc,Varus,Karma,Gragas,LeeSin,Lulu,Xayah,Thresh
ISG,KLG,blueTeam,6915,4,0,2,Yes,No,1,0,1,No,No,Galio,Elise,Lucian,Varus,TahmKench,Gragas,LeeSin,Taliyah,Caitlyn,Karma
HAF,B2K,blueTeam,3753,4,0,2,No,No,2,0,0,Yes,No,Galio,Elise,Ahri,Caitlyn,Zyra,JarvanIV,LeeSin,Kassadin,Ashe,Karma
RBT,ISG,redTeam,108,3,0,1,No,No,2,0,1,Yes,No,Rumble,Elise,Orianna,Varus,Zyra,Shen,Graves,Ahri,KogMaw,Lulu
FG,LK,redTeam,-2286,2,0,1,No,No,3,0,0,No,No,Galio,Zac,Yasuo,Caitlyn,Zyra,Gangplank,Gragas,Syndra,Varus,MissFortune
LK,FG,redTeam,545,4,0,1,Yes,No,6,1,1,No,Yes,Kayle,Elise,Syndra,Varus,Braum,Shen,Zac,Ekko,Caitlyn,TahmKench
B2K,LK,redTeam,-5477,0,0,1,No,No,3,0,1,Yes,No,Galio,Graves,Orianna,Tristana,TahmKench,Lucian,Olaf,Syndra,Varus,Karma
LK,B2K,redTeam,-1026,2,0,0,Yes,No,1,0,3,No,No,Shen,Olaf,Syndra,Ashe,Karma,JarvanIV,Graves,Fizz,Xayah,TahmKench
RBT,KLG,redTeam,276,3,0,1,Yes,No,3,0,0,No,No,Shen,Elise,Ahri,Varus,TahmKench,Nautilus,Gragas,Orianna,Xayah,Thresh
ISG,FG,blueTeam,4531,3,0,2,No,No,3,0,0,Yes,No,Shen,Zac,Lucian,Jhin,Zyra,Fiora,Elise,Taliyah,Xayah,Nami
FG,ISG,blueTeam,3595,4,0,3,Yes,No,2,0,0,No,No,Rumble,Elise,Lucian,Xayah,Braum,Fiora,LeeSin,Syndra,Ezreal,Shen
LK,HAF,redTeam,-2037,3,0,0,No,No,3,0,2,Yes,No,Galio,Graves,Cassiopeia,Caitlyn,Lulu,Gragas,LeeSin,Viktor,Lucian,Braum
B2K,ISG,blueTeam,-1628,1,0,1,Yes,No,3,0,1,No,No,Jayce,Elise,Fizz,Tristana,TahmKench,Rumble,Graves,Orianna,Varus,Bard
ISG,B2K,blueTeam,3270,4,0,2,Yes,No,2,0,0,No,No,Kled,Elise,Cassiopeia,Ashe,Zyra,Shen,Graves,Leblanc,Xayah,TahmKench
FG,KLG,redTeam,2752,2,0,2,Yes,No,1,0,0,No,No,Rumble,Graves,Galio,Caitlyn,Braum,Kled,Gragas,Orianna,Varus,TahmKench
FG,RBT,blueTeam,1632,3,0,0,No,No,2,0,2,Yes,No,Galio,Graves,Leblanc,Caitlyn,Zyra,Renekton,Khazix,Orianna,Varus,Braum
RBT,B2K,blueTeam,-1238,3,0,1,Yes,No,3,0,1,No,No,Rumble,Gragas,Orianna,Xayah,Zyra,Jayce,LeeSin,Cassiopeia,Caitlyn,Braum
HAF,KLG,redTeam,3539,4,0,1,Yes,No,3,0,1,No,No,Gragas,LeeSin,Lucian,Ashe,TahmKench,JarvanIV,Nidalee,Orianna,Xayah,Thresh
LK,ISG,redTeam,8922,5,0,2,Yes,Yes,1,0,1,No,No,JarvanIV,LeeSin,Leblanc,Kalista,Thresh,Shen,Graves,Kassadin,Varus,Lulu
ISG,LK,redTeam,-3135,2,0,0,Yes,No,3,0,2,No,No,Rumble,Graves,Ahri,Varus,Braum,Renekton,Gragas,Cassiopeia,Twitch,TahmKench
RBT,HAF,blueTeam,4894,5,0,2,Yes,No,2,0,0,No,No,Lucian,Gragas,Cassiopeia,Varus,Blitzcrank,Galio,Graves,Viktor,Caitlyn,Rakan
FG,B2K,blueTeam,6240,5,0,0,Yes,No,0,0,1,No,No,Galio,Graves,Syndra,Xayah,Zyra,Renekton,Gragas,Orianna,Varus,Braum
LK,KLG,redTeam,-1366,2,0,0,Yes,No,2,0,1,No,No,Renekton,Graves,Leblanc,Varus,Thresh,Gragas,Khazix,Cassiopeia,Kalista,Blitzcrank
KLG,LK,redTeam,-7549,2,0,1,No,No,6,0,1,Yes,Yes,Shen,Graves,Galio,KogMaw,Thresh,Jax,Gragas,Cassiopeia,Varus,TahmKench
RBT,LK,redTeam,-7101,0,0,0,No,No,3,0,2,Yes,No,Kled,Gragas,Cassiopeia,Varus,Braum,Renekton,Elise,Viktor,Caitlyn,Lulu
LK,RBT,redTeam,-902,2,0,2,No,No,4,0,0,Yes,No,Rumble,Khazix,Syndra,Caitlyn,Morgana,Lucian,Gragas,Fizz,Twitch,Blitzcrank
HAF,FG,redTeam,-4321,1,0,1,No,No,5,0,2,Yes,No,Renekton,Elise,Orianna,Twitch,Thresh,Camille,Gragas,Syndra,Xayah,Braum
ISG,KLG,redTeam,-9175,2,0,0,No,No,8,2,2,Yes,Yes,Jayce,LeeSin,Cassiopeia,Varus,Zyra,Kled,RekSai,Orianna,Caitlyn,Braum
B2K,HAF,blueTeam,3757,6,0,2,Yes,Yes,3,0,0,No,No,Renekton,Graves,Corki,Caitlyn,Zyra,Shen,Gragas,Syndra,Varus,Thresh
ISG,RBT,blueTeam,-322,3,0,1,Yes,No,3,0,2,No,Yes,Galio,Graves,Cassiopeia,Ashe,Taric,Camille,Khazix,Corki,Varus,Braum
FG,LK,redTeam,-295,3,0,0,No,No,2,0,2,Yes,No,Renekton,Gragas,Galio,Xayah,Zyra,Gnar,Khazix,Cassiopeia,Varus,Braum
LK,B2K,blueTeam,4913,3,0,3,No,No,3,0,0,Yes,No,Kennen,LeeSin,Viktor,Caitlyn,Braum,Cassiopeia,Graves,Corki,Jhin,Thresh
B2K,LK,redTeam,-10634,2,0,0,Yes,No,5,0,3,No,Yes,Galio,RekSai,Corki,Ashe,Zyra,Kayle,LeeSin,Orianna,Varus,Blitzcrank
RBT,KLG,redTeam,-5846,1,0,0,Yes,No,4,0,3,No,Yes,Renekton,Elise,Taliyah,Ashe,Braum,Shen,RekSai,Orianna,Varus,Zyra
KLG,RBT,blueTeam,8271,6,0,3,Yes,No,0,0,0,No,No,Galio,Nidalee,Orianna,Caitlyn,Braum,Lucian,Gragas,Viktor,Ashe,Shen
FG,ISG,redTeam,-2613,1,0,0,No,No,2,0,3,Yes,No,Shen,Gragas,Orianna,Caitlyn,Braum,Kled,RekSai,Corki,Jhin,Thresh
LK,HAF,redTeam,-4822,1,0,0,No,No,5,0,3,No,No,Jax,RekSai,Corki,KogMaw,Braum,Malphite,LeeSin,Orianna,Kalista,TahmKench
HAF,LK,redTeam,-2168,3,0,2,No,No,4,0,0,Yes,No,Gnar,LeeSin,Corki,Ashe,Gragas,Jax,RekSai,Cassiopeia,Varus,Blitzcrank
ISG,B2K,blueTeam,2821,4,0,1,Yes,No,3,0,2,No,No,Cassiopeia,JarvanIV,Galio,KogMaw,Morgana,Renekton,LeeSin,Corki,Varus,Alistar
B2K,ISG,redTeam,-5103,2,0,1,Yes,No,4,0,2,No,Yes,Gnar,RekSai,Kassadin,Varus,Morgana,Jayce,Gragas,Syndra,Kalista,Thresh
FG,KLG,blueTeam,1148,1,0,2,Yes,No,1,0,0,No,No,Shen,Gragas,Syndra,Tristana,Thresh,Renekton,RekSai,Corki,Ashe,Alistar
KLG,FG,blueTeam,8196,7,1,2,Yes,No,3,0,1,No,No,Renekton,Gragas,Orianna,Varus,Bard,Fiora,LeeSin,Corki,Jhin,Braum
B2K,KLG,redTeam,-4198,1,0,0,Yes,No,4,0,2,No,No,JarvanIV,RekSai,Ekko,Tristana,TahmKench,Renekton,Elise,Syndra,Varus,Gragas
KLG,B2K,redTeam,-634,4,0,0,Yes,No,2,0,2,No,No,Gragas,LeeSin,Syndra,Caitlyn,Lulu,Renekton,RekSai,Leblanc,Varus,Morgana
HAF,ISG,redTeam,-1104,3,0,0,No,No,3,0,1,Yes,Yes,Kennen,LeeSin,Orianna,Kalista,Bard,Urgot,Elise,Corki,Caitlyn,Braum
FG,RBT,blueTeam,1430,5,0,1,Yes,No,3,0,1,No,No,Shen,Khazix,Galio,Xayah,Thresh,Camille,RekSai,Orianna,Varus,Braum
B2K,RBT,redTeam,-2980,2,0,1,No,No,4,0,2,No,No,Shen,Sejuani,Corki,Xayah,Taric,Gnar,Khazix,Galio,Kalista,Thresh
